what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412801388
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450412801544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1450412813159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412831007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412836759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1450412836907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412841039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412841133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1450412841264
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1450412843195
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1450412843444
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450412843994
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1450412858727
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1450412884134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412885519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412886502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412886953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412887770
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1450412887781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450412889364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413050398
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1450413053407
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1450413054629
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1450413055403
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450413072452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413084857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413104371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413105828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413133063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413136164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413138354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413140965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413143236
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1450413143264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413161933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413196577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413204237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413295483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1450413307042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1450413315758
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1450413331948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413332617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450413335538
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450413335585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1450413335588
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1450413335814
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450413336600
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1450413341790
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1450413342832
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1450413345515
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450413345839
